CELL_ID,LATITUDE,LONGITUDE,TYPE,SCENE
150,392.0046711,219.7256311,1,2
151,392.0046711,219.7256311,1,13
152,392.0046711,219.7256311,1,13
153,392.0046711,219.7256311,1,13
154,392.0046711,219.7256311,1,13
155,392.0600911,219.7169211,1,2
156,392.0600911,219.7169211,1,6
157,392.0600911,219.7169211,1,2
158,392.0600911,219.7169211,1,2
159,392.01778,219.77211,0,17
160,392.01778,219.77211,0,17
161,392.01778,219.77211,2,13
162,392.01778,219.77211,2,13
163,392.01778,219.77211,2,4
164,392.01778,219.77211,2,11
165,392.160205,219.835875,1,6
166,392.160205,219.835875,1,6
167,392.160205,219.835875,1,6
168,392.160205,219.835875,1,6
169,392.160205,219.835875,1,6
170,392.160205,219.835875,1,6
171,392.127632,219.923953,1,5
172,392.127632,219.923953,1,5
173,392.127632,219.923953,1,5
174,392.12026,219.92848,1,6
175,392.12026,219.92848,1,6
176,392.12026,219.92848,1,6
177,392.127632,219.923953,1,5
178,392.127632,219.923953,1,5
179,392.127632,219.923953,1,12
180,392.127632,219.923953,1,5
181,392.127632,219.923953,1,5
182,392.12026,219.92848,1,6
183,392.009269,219.775537,0,15
184,392.03971,219.89073,0,4
185,392.052511,219.749983,0,1
186,392.052511,219.749983,0,1
187,392.052511,219.749983,0,1
188,392.052511,219.749983,0,1
189,392.050565,219.747516,0,1
190,392.050565,219.747516,0,1
191,392.050565,219.747516,0,1
192,392.050565,219.747516,0,1
193,392.052511,219.749983,0,1
194,392.052511,219.749983,0,1
195,392.052511,219.749983,0,1
196,392.052511,219.749983,0,1
197,392.052511,219.749983,0,1
198,392.052511,219.749983,0,1
199,392.050095,219.749269,0,1
200,392.01778,219.77211,0,13
201,392.01778,219.77211,2,11
202,392.01778,219.77211,0,13
203,392.01778,219.77211,0,17
204,392.01778,219.77211,0,17
205,392.083731,219.792434,1,6
206,392.083731,219.792434,1,6
207,392.083731,219.792434,1,6
208,392.083731,219.792434,1,5
209,392.083731,219.792434,1,5
210,392.083731,219.792434,1,5
211,391.93478,219.925322,0,4
212,391.93478,219.925322,0,4
213,391.93478,219.925322,0,2
214,391.93478,219.925322,0,4
215,392.047412,219.778297,0,8
216,392.047412,219.778297,0,8
217,392.047412,219.778297,0,8
218,392.047412,219.778297,0,8
219,392.047412,219.778297,0,4
220,392.092588,219.812961,1,5
221,392.092588,219.812961,1,6
222,392.092588,219.812961,1,5
223,391.96548,219.81978,1,2
224,391.96548,219.81978,1,6
225,391.96548,219.81978,1,2
226,392.13573,219.92103,1,2
227,392.13573,219.92103,1,2
228,392.331537,219.799102,1,6
229,391.696921,219.793138,1,2
230,391.696921,219.793138,1,2
231,391.722707,219.696923,1,2
232,391.722707,219.696923,1,2
233,391.722707,219.696923,1,2
234,392.181562,220.010024,0,3
235,392.08415,219.42837,1,6
236,392.08415,219.42837,1,6
237,392.08415,219.42837,1,6
238,391.927711,219.742311,1,5
239,391.927711,219.742311,1,5
240,391.927711,219.742311,1,2
241,391.927711,219.742311,1,2
242,392.03819,219.42831,1,16
243,392.03819,219.42831,1,16
244,392.03819,219.42831,1,16
245,392.137221,219.600782,1,16
246,392.137221,219.600782,1,16
247,391.871695,219.781171,1,2
248,392.052155,219.882779,1,5
249,392.052155,219.882779,1,5
250,392.052155,219.882779,1,5
251,392.1616557,219.997953,1,6
252,392.1616557,219.997953,1,6
253,392.1616557,219.997953,1,6
254,391.97459,219.79276,0,3
255,391.97459,219.79276,0,3
256,391.3448811,219.8595611,1,2
257,391.3448811,219.8595611,1,2
258,391.3437411,219.8705511,1,2
259,391.3437411,219.8705511,1,2
260,391.3437411,219.8705511,1,2
261,391.3371611,219.8500411,1,2
262,391.3371611,219.8500411,1,2
263,391.3448811,219.8595611,1,2
264,391.3254511,219.8778411,1,2
265,391.3254511,219.8778411,1,2
266,391.320741,219.870947,1,2
267,391.320741,219.870947,1,2
268,391.320741,219.870947,1,2
269,391.34167,219.895096,0,2
270,391.342904,219.923427,0,2
271,391.342061,219.924013,0,2
272,391.342943,219.926558,0,2
273,391.342179,219.926541,0,2
274,391.341629,219.926613,0,2
275,392.123716,219.707423,0,7
276,392.05501,219.43696,1,6
277,392.05501,219.43696,1,6
278,392.095062,219.852415,1,6
279,392.095062,219.852415,1,6
280,392.084084,219.846944,2,4
281,391.970435,219.450467,1,6
282,391.970435,219.450467,1,6
283,391.970435,219.450467,1,6
284,391.863117,219.453087,1,6
285,391.863117,219.453087,1,6
286,391.863117,219.453087,1,6
287,392.0171001,219.8928001,1,6
288,392.0171001,219.8928001,1,6
289,392.0171001,219.8928001,1,5
290,392.0171001,219.8928001,1,2
291,392.01045,219.86557,1,4
292,392.01045,219.86557,1,5
293,392.087551,220.004081,1,6
294,392.087551,220.004081,1,6
295,392.087551,220.004081,1,2
296,391.945477,219.872972,1,2
297,391.945477,219.872972,1,14
298,391.945477,219.872972,1,6
299,391.945477,219.872972,1,5
300,391.945477,219.872972,1,14
301,391.945477,219.872972,1,5
302,391.932545,219.885683,1,5
303,391.932545,219.885683,1,5
304,391.932545,219.885683,1,5
305,391.3467511,219.8740811,1,2
306,391.3467511,219.8740811,1,2
307,391.3467511,219.8740811,1,2
308,391.3467511,219.8740811,1,2
309,391.3467511,219.8740811,1,2
310,391.3335811,219.8531511,1,2
311,391.3335811,219.8531511,1,2
312,391.3335811,219.8531511,1,2
313,391.32394,219.85901,1,2
314,391.32394,219.85901,1,2
315,391.32394,219.85901,1,2
316,391.3461111,219.8695611,1,2
317,391.3461111,219.8695611,1,2
318,392.021063,219.899751,1,2
319,392.058558,219.95307,1,2
320,392.058558,219.95307,1,2
321,392.058558,219.95307,1,2
322,392.058558,219.95307,1,6
323,392.015675,219.883825,1,5
324,392.015675,219.883825,1,5
325,391.94627,219.76848,0,2
326,391.94627,219.76848,0,4
327,391.94627,219.76848,0,2
328,391.94628,219.76852,0,2
329,392.043736,219.849421,1,6
330,392.043736,219.849421,1,5
331,392.043736,219.849421,1,6
332,392.043736,219.849421,1,5
333,392.043736,219.849421,1,5
334,392.043736,219.849421,1,6
335,392.043736,219.849421,1,5
336,392.043736,219.849421,1,5
337,392.043736,219.849421,1,6
338,392.170359,220.039596,1,5
339,392.170359,220.039596,1,5
340,392.170359,220.039596,1,5
341,392.170359,220.039596,1,5
342,392.170359,220.039596,1,5
343,392.12733,219.86939,1,5
344,392.12733,219.86939,1,5
345,392.12733,219.86939,1,5
346,392.12733,219.86939,1,2
347,392.59172,219.61602,1,2
348,391.9435611,219.6219211,1,2
349,391.9435611,219.6219211,1,2
350,391.9435611,219.6219211,1,2
351,391.9435611,219.6219211,1,6
352,391.9435611,219.6219211,1,6
353,391.3179311,219.8682711,1,2
354,391.3179311,219.8682711,1,2
355,392.179267,219.69145,0,5
356,392.060802,219.434556,0,1
357,392.14758,219.55981,1,16
358,392.14758,219.55981,1,16
359,392.14758,219.55981,1,16
360,391.717146,219.92661,1,6
361,391.717146,219.92661,1,2
362,391.717146,219.92661,1,6
363,391.717146,219.92661,1,2
364,391.717146,219.92661,1,2
365,391.717146,219.92661,1,2
366,391.68982,220.03004,1,2
367,391.68982,220.03004,1,6
368,391.68982,220.03004,1,2
369,391.97459,219.79276,0,15
370,391.97459,219.79276,0,2
371,391.97459,219.79276,0,3
372,391.97459,219.79276,0,7
373,391.725096,219.909661,1,6
374,391.725096,219.909661,1,6
375,391.725096,219.909661,1,2
376,391.725096,219.909661,1,2
377,391.61013,220.06434,1,6
378,391.61013,220.06434,1,6
379,391.61013,220.06434,1,6
380,391.609407,220.078135,1,2
381,391.609407,220.078135,1,2
382,391.609407,220.078135,1,2
383,391.942162,219.36126,1,6
384,391.942162,219.36126,1,6
385,391.694278,220.029746,1,2
386,391.694278,220.029746,1,2
387,391.69861,220.03348,1,14
388,391.69861,220.03348,1,14
389,391.69861,220.03348,1,14
390,391.69861,220.03348,1,2
391,391.69861,220.03348,1,14
392,391.706836,220.092823,1,2
393,391.706836,220.092823,1,2
394,391.706836,220.092823,1,2
395,391.49412,220.00526,1,2
396,391.49412,220.00526,1,2
397,391.49412,220.00526,1,6
398,391.501454,220.05502,1,6
399,391.501454,220.05502,1,6
400,391.501454,220.05502,1,6
401,391.64027,220.02493,1,2
402,391.64027,220.02493,1,2
403,391.64027,220.02493,1,2
404,391.64027,220.02493,1,2
405,392.195072,219.707739,1,2
406,392.195072,219.707739,1,2
407,392.10466,219.67732,1,2
408,392.10466,219.67732,1,2
409,392.10466,219.67732,1,2
410,392.10466,219.67732,1,2
411,392.10466,219.67732,1,2
412,392.04724,219.64966,1,2
413,392.04724,219.64966,1,2
414,392.04724,219.64966,1,2
415,392.04724,219.64966,1,2
416,392.126313,219.673598,1,2
417,392.126313,219.673598,1,2
418,392.126313,219.673598,1,2
419,392.04717,219.64708,0,13
420,392.04717,219.64708,0,13
421,392.04717,219.64708,0,13
422,392.04717,219.64708,0,13
423,392.04717,219.64708,0,13
424,392.04321,219.61533,0,13
425,392.04321,219.61533,0,13
426,392.04321,219.61533,0,13
427,392.04321,219.61533,0,13
428,392.04321,219.61533,0,13
429,392.04321,219.61533,0,13
430,392.10735,219.66194,0,13
431,392.10735,219.66194,0,13
432,392.10735,219.66194,0,13
433,392.15871,219.66985,1,13
434,392.02462,219.58014,0,2
435,392.02462,219.58014,0,2
436,392.02462,219.58014,0,2
437,392.24321,219.74276,0,2
438,392.06556,219.58571,1,2
439,392.06556,219.58571,1,2
440,392.06556,219.58571,1,2
441,392.082885,219.602835,0,2
442,392.082885,219.602835,0,2
443,392.082885,219.602835,0,2
444,392.082885,219.602835,0,2
445,392.08425,219.66507,1,2
446,392.32464,219.91845,0,1
447,392.029265,219.574272,1,2
448,392.029265,219.574272,1,2
449,392.029265,219.574272,1,2
450,392.029265,219.574272,1,2
451,392.208928,219.705949,1,2
452,392.208928,219.705949,1,2
453,392.208928,219.705949,1,2
454,392.22677,219.69909,1,2
455,392.0784101,219.58409,1,2
456,392.11495,219.68268,1,2
457,392.110866,219.673062,1,2
458,392.110866,219.673062,1,2
459,392.110866,219.673062,1,2
460,392.110866,219.673062,1,2
461,392.17369,219.649977,1,2
462,392.17369,219.649977,1,2
463,392.09155,219.48791,1,2
464,392.14727,219.55004,1,2
465,392.14727,219.55004,1,2
466,392.14727,219.55004,1,2
467,392.123844,219.559373,1,2
468,392.123844,219.559373,1,2
469,392.123844,219.559373,1,2
470,392.123844,219.559373,1,2
471,392.123844,219.559373,1,2
472,392.03059,219.5129001,1,2
473,392.03059,219.5129001,1,2
474,392.16323,219.67821,1,2
475,392.16323,219.67821,1,2
476,392.16323,219.67821,1,2
477,392.146513,219.697372,1,2
478,392.146513,219.697372,1,2
479,392.146513,219.697372,1,2
480,392.146513,219.697372,1,2
481,392.146513,219.697372,1,2
482,391.81625,219.54583,0,4
483,391.81625,219.54583,0,4
484,391.81625,219.54583,0,4
485,391.81625,219.54583,0,4
486,391.81625,219.54583,0,4
487,392.14364,219.70212,1,2
488,392.14364,219.70212,1,2
489,392.14364,219.70212,1,2
490,392.14364,219.70212,1,2
491,392.14364,219.70212,1,2
492,392.14364,219.70212,1,2
493,392.16641,219.63215,1,2
494,392.16641,219.63215,1,2
495,392.16641,219.63215,1,2
496,392.142729,219.620897,1,2
497,392.142729,219.620897,1,2
498,392.142729,219.620897,1,2
499,392.15803,219.61228,1,2
500,392.15803,219.61228,1,2
501,392.15803,219.61228,1,2
502,392.149713,219.708712,1,2
503,392.149713,219.708712,1,2
504,392.149713,219.708712,1,2
505,391.981029,219.597035,1,2
506,391.981029,219.597035,1,2
507,392.13432,219.69306,1,2
508,392.13432,219.69306,1,2
509,392.13432,219.69306,1,2
510,392.267323,219.724056,1,2
511,392.267323,219.724056,1,2
512,392.156684,219.642173,1,2
513,392.156684,219.642173,1,2
514,392.156684,219.642173,1,2
515,391.942206,219.406168,1,2
516,392.044914,219.581882,1,2
517,392.044914,219.581882,1,2
518,391.84134,219.54799,1,2
519,391.84134,219.54799,1,2
520,391.84134,219.54799,1,2
521,391.84134,219.54799,1,2
522,391.86741,219.45061,1,2
523,391.86741,219.45061,1,2
524,391.86741,219.45061,1,2
525,392.205627,219.710492,1,2
526,392.205627,219.710492,1,2
527,392.205627,219.710492,1,2
528,392.205627,219.710492,1,2
529,392.205627,219.710492,1,2
530,391.97666,219.53754,1,2
531,391.97666,219.53754,1,2
532,391.97666,219.53754,1,2
533,391.97471,219.52685,1,2
534,391.97471,219.52685,1,2
535,391.97471,219.52685,1,2
536,392.20298,219.683898,1,2
537,392.20298,219.683898,1,2
538,392.209299,219.685674,1,2
539,392.209299,219.685674,1,2
540,392.209299,219.685674,1,2
541,392.369246,219.797289,1,2
542,392.232851,219.737494,1,2
543,392.232851,219.737494,1,2
544,392.232851,219.737494,1,2
545,392.232851,219.737494,1,2
546,392.49846,219.95041,1,2
547,392.157953,219.686867,1,5
548,392.157953,219.686867,1,5
549,392.157953,219.686867,1,5
550,392.012201,219.56633,1,2
551,392.012201,219.56633,1,2
552,392.012201,219.56633,1,2
553,392.02832,219.55765,1,2
554,392.02832,219.55765,1,2
555,392.216895,219.742763,1,2
556,392.216895,219.742763,1,2
557,392.2063344,219.750309,1,2
558,392.2063344,219.750309,1,2
559,392.2063344,219.750309,1,2
560,392.161105,219.678281,1,2
561,392.161105,219.678281,1,2
562,392.161105,219.678281,1,2
563,392.161105,219.678281,1,2
564,392.161105,219.678281,1,2
565,392.161105,219.678281,1,2
566,392.161105,219.678281,1,2
567,392.157831,219.679732,1,2
568,392.157831,219.679732,1,2
569,392.157831,219.679732,1,2
570,392.141395,219.72318,0,9
571,392.141395,219.72318,0,9
572,392.141395,219.72318,0,9
573,392.141395,219.72318,0,9
574,392.27078,219.78688,0,4
575,392.27122,219.78734,0,4
576,392.26849,219.78658,0,4
577,392.27146,219.78649,0,4
578,392.141789,219.697103,1,2
579,392.141789,219.697103,1,2
580,392.141789,219.697103,1,2
581,391.81098,219.74193,0,4
582,392.13875,219.6999001,0,3
583,392.06842,219.6202001,0,2
584,392.17865,219.67826,0,9
585,392.17865,219.67826,0,9
586,392.06198,219.62206,1,2
587,392.06198,219.62206,1,2
588,392.06198,219.62206,1,2
589,392.149342,219.583571,1,2
590,392.149342,219.583571,1,2
591,392.31459,219.81666,1,2
592,392.31459,219.81666,1,2
593,392.073334,219.671342,1,2
594,392.073334,219.671342,1,2
595,392.073334,219.671342,1,2
596,392.073334,219.671342,1,2
597,392.073334,219.671342,1,2
598,392.073334,219.671342,1,2
599,392.2585068,219.824849,1,2
600,392.2585068,219.824849,1,2
601,392.2585068,219.824849,1,2
602,392.05603,219.62164,0,1
603,392.05603,219.62164,0,1
604,392.3281001,219.83074,0,10
605,392.3281001,219.83074,0,10
606,392.3281001,219.83074,0,10
607,392.3281001,219.83074,0,10
608,392.3281001,219.83074,0,10
609,392.3281001,219.83074,0,10
610,392.3281001,219.83074,0,10
611,392.3281001,219.83074,0,10
612,392.3281001,219.83074,0,10
613,392.3281001,219.83074,0,10
614,392.14478,219.68876,1,2
615,392.14478,219.68876,1,2
616,392.14478,219.68876,1,2
617,392.14478,219.68876,1,2
618,392.128001,219.67761,1,2
619,392.128001,219.67761,1,2
620,392.090909,219.664672,1,2
621,392.090909,219.664672,1,2
622,392.090909,219.664672,1,2
623,392.090909,219.664672,1,2
624,392.090909,219.664672,1,2
625,392.090909,219.664672,1,2
626,392.08448,219.62353,1,2
627,391.96218,219.56705,1,2
628,391.96218,219.56705,1,2
629,391.96218,219.56705,1,2
630,392.130748,219.865406,1,2
631,392.130748,219.865406,1,2
632,392.00074,219.69932,1,6
633,392.00074,219.69932,1,6
634,392.00074,219.69932,1,6
635,391.9916411,219.6865811,0,3
636,391.9916411,219.6865811,0,3
637,391.9916411,219.6865811,0,3
638,391.9916411,219.6865811,0,3
639,391.96965,219.77231,1,2
640,391.96965,219.77231,1,2
641,391.953393,219.81458,1,2
642,391.953393,219.81458,1,2
643,391.953393,219.81458,1,2
644,391.3843917,219.90797,0,5
645,391.3843917,219.90797,0,5
646,391.3284627,219.8951277,0,5
647,391.902464,219.758663,0,1
648,392.05093,219.69107,1,6
649,392.05093,219.69107,1,6
650,392.05093,219.69107,1,6
651,392.03139,219.684902,1,6
652,392.054947,219.783919,1,2
653,392.054947,219.783919,1,2
654,392.054947,219.783919,1,2
655,391.9673411,219.7028811,0,2
656,391.3434611,219.8554211,0,10
657,391.3434611,219.8554211,0,10
658,391.3434611,219.8554211,0,10
659,391.3434611,219.8554211,0,10
660,391.3434611,219.8554211,0,10
661,391.3434611,219.8554211,0,10
662,391.3434611,219.8554211,0,10
663,391.3434611,219.8554211,0,10
664,391.867483,219.908647,0,1
665,391.867483,219.908647,0,1
666,391.867483,219.908647,0,1
667,392.03751,219.72656,0,9
668,392.03751,219.72656,0,9
669,392.03191,219.74051,0,3
670,392.03191,219.74051,0,3
671,392.03191,219.74051,0,3
672,392.03191,219.74051,0,3
673,392.03191,219.74051,0,3
674,392.03191,219.74051,0,3
675,391.3847467,219.87639,0,5
676,391.3847467,219.87639,0,5
677,391.3847467,219.87639,0,5
678,391.3847467,219.87639,0,5
679,391.38382,219.87298,0,5
680,391.38382,219.87298,0,5
681,391.38382,219.87298,0,5
682,391.3648007,219.87618,0,5
683,391.3648007,219.87618,0,5
684,391.3648007,219.87618,0,5
685,391.3648007,219.87618,0,5
686,391.38444,219.87251,0,5
687,391.38444,219.87251,0,5
688,391.38309,219.87495,0,5
689,391.38309,219.87495,0,5
690,391.38309,219.87495,0,5
691,391.38309,219.87495,0,5
692,391.38309,219.87495,0,5
693,391.38309,219.87495,0,5
694,391.38309,219.87495,0,5
695,391.38309,219.87495,0,5
696,391.38309,219.87495,0,5
697,391.38258,219.87471,0,5
698,391.38258,219.87471,0,5
699,391.38258,219.87471,0,5
700,391.38258,219.87471,0,5
701,391.38258,219.87471,0,5
702,391.38258,219.87471,0,5
703,391.38258,219.87471,0,5
704,391.38258,219.87471,0,5
705,391.38258,219.87471,0,5
706,391.38209,219.87441,0,5
707,391.38209,219.87441,0,5
708,391.38209,219.87441,0,5
709,391.38209,219.87441,0,5
710,391.38209,219.87441,0,5
711,391.38209,219.87441,0,5
712,391.38209,219.87441,0,5
713,391.38209,219.87441,0,5
714,391.38209,219.87441,0,5
715,391.31927,219.85927,0,2
716,391.31927,219.85927,0,2
717,391.31927,219.85927,0,2
718,391.31927,219.85927,0,2
719,391.31927,219.85927,0,2
720,391.31927,219.85927,0,2
721,391.31927,219.85927,0,2
722,392.135803,219.95077,0,9
723,392.13751,219.94788,0,9
724,391.967901,219.813401,1,2
725,391.976055,219.794991,0,2
726,391.9771461,219.7957711,0,2
727,391.9767591,219.7982991,0,2
728,391.97762,219.79691,0,2
729,391.9749011,219.7952761,0,2
730,391.9320811,219.6388711,0,2
731,391.9320811,219.6388711,0,2
732,391.9320811,219.6388711,0,2
733,391.9320811,219.6388711,0,2
734,391.9320811,219.6388711,0,2
735,391.9320811,219.6388711,0,2
736,391.58053,220.15926,0,7
737,391.49372,220.095962,0,7
738,391.90561,219.62723,1,2
739,391.90561,219.62723,1,2
740,391.90442,219.63381,1,2
741,392.03578,219.82637,1,2
742,392.03578,219.82637,1,2
743,392.03578,219.82637,1,2
744,392.03581,219.82936,1,2
745,392.03581,219.82936,1,2
746,392.03581,219.82936,1,2
747,391.922265,219.767045,0,2
748,391.922265,219.767045,0,2
749,391.922265,219.767045,0,2
750,392.08113,219.916867,0,9
751,392.08113,219.916867,0,9
752,392.081183,219.915536,0,9
753,392.081183,219.915536,0,9
754,392.082298,219.914498,0,9
755,392.082298,219.914498,0,9
756,392.082919,219.915351,0,9
757,392.082919,219.915351,0,9
758,391.83961,219.57412,0,1
759,391.83961,219.57412,0,1
760,392.07381,219.73801,1,3
761,392.07381,219.73801,1,3
762,392.07381,219.73801,1,3
763,392.1017311,219.7751411,0,9
764,392.1017311,219.7751411,0,9
765,392.1017311,219.7751411,0,9
766,391.99253,219.70334,0,14
767,392.028611,219.7427311,1,2
768,392.028611,219.7427311,1,2
769,392.028611,219.7427311,1,2
770,392.14186,219.81411,1,2
771,392.14186,219.81411,1,2
772,392.14186,219.81411,1,2
773,392.12377,219.82191,1,2
774,392.12377,219.82191,1,2
775,392.12377,219.82191,1,2
776,392.10425,219.98087,0,2
777,392.10427,219.98204,0,2
778,392.10413,219.98306,0,2
779,392.10139,219.98234,0,2
780,392.10355,219.98114,0,2
781,392.123845,219.804184,1,2
782,392.123845,219.804184,1,2
783,392.123845,219.804184,1,2
784,392.05882,219.91399,0,2
785,392.05803,219.91532,0,2
786,392.06008,219.916002,0,2
787,392.06207,219.91478,0,2
788,392.06117,219.91544,0,2
789,392.06263,219.91568,0,2
790,392.05755,219.91773,0,2
791,392.05798,219.91554,0,2
792,392.05981,219.91764,0,2
793,391.97647,219.6670012,0,3
794,391.98239,219.68936,0,3
795,391.97569,219.65886,0,14
796,391.97569,219.65886,0,14
797,392.12305,219.87227,0,2
798,391.3214911,219.8844311,0,2
799,391.3214911,219.8844311,0,2
800,391.3214911,219.8844311,0,2
801,391.3214911,219.8844311,0,2
802,391.3214911,219.8844311,0,2
803,392.134108,219.860651,1,6
804,392.134108,219.860651,1,6
805,392.134108,219.860651,1,6
806,391.98027,219.77441,0,17
807,391.90491,219.79555,1,2
808,391.90491,219.79555,1,2
809,391.90491,219.79555,1,2
810,392.00751,219.76567,1,2
811,392.013152,219.770861,1,2
812,392.013152,219.770861,1,2
813,392.00396,219.72096,1,6
814,392.00396,219.72096,1,6
815,392.00396,219.72096,1,6
816,392.07136,219.98565,0,7
817,392.07136,219.98565,0,7
818,392.07136,219.98565,0,7
819,392.07136,219.98565,0,7
820,392.009145,219.775413,1,2
821,392.009145,219.775413,1,2
822,392.009145,219.775413,1,2
823,391.87408,219.82791,0,9
824,391.87408,219.82791,0,9
825,391.87408,219.82791,0,9
826,391.87408,219.82791,0,9
827,391.87408,219.82791,0,9
828,391.87408,219.82791,0,9
829,391.87408,219.82791,0,9
830,391.953564,219.788844,1,2
831,391.953564,219.788844,1,2
832,391.762539,219.766183,1,2
833,391.99705,219.75635,1,2
834,391.741074,219.910672,1,2
835,391.867504,219.908727,0,2
836,391.867504,219.908727,0,2
837,391.867504,219.908727,0,2
838,391.867504,219.908727,0,2
839,391.867504,219.908727,0,2
840,391.867504,219.908727,0,2
841,392.08096,220.01365,0,4
842,391.867501,219.908724,0,4
843,392.210619,220.044546,0,17
844,392.210619,220.044546,0,17
845,392.210619,220.044546,0,17
846,392.210619,220.044546,0,17
847,392.210619,220.044546,0,17
848,392.210619,220.044546,0,17
849,392.210619,220.044546,0,17
850,392.210619,220.044546,0,17
851,392.210619,220.044546,0,17
852,392.210619,220.044546,0,17
853,392.210619,220.044546,0,17
854,392.210619,220.044546,0,17
